ZH_LABEL^ZONE_ID^CITY_ID^RELATED_HOTPOINT^RELATED_SW_NAME^AP_MAC^ADDRESS^RELATED_AC_IP^EQU_TYPE^POWER_RATED^FOOL_NO^AP_LAC^AP_CI^LONGITUDE^LATITUDE^VENDOR_ID^MAN_ADDRESS^EM_INTER_TYPE^COVER_AREA^IS_2G_3G^RELATED_FL_SW^RELATED_FL_SWPORT^SOFT_VERSION^RELATED_AC^AP_TYPE^POWER_TYPE^PROJECT_DATE^PROJECT_STATUS^MOBILE_MANAGE^MOBILE_PHONE^PROXY_MANAGE^PROXY_PHONE^REMARK^IS_ERROR^ERROR^OPDT_QUERY^INT_ID^MODIFY_BY^CREATE_BY^MODIFY_DATE^CREATE_DATE^TIME_STAMP^STATEFLAG^NE_NO^QRCODE
YNHOH-WLAN-AP-MLAP26-SYD^10^29^14049389^00:1F:6F:36:A2:D5^00:1F:6F:36:81:5F^7栋2单元顶楼左^218.202.18.154^WEP-5000-I-T-AN/GN-27P^7.34^4^63359^60511^103.39235^24.383205^78^^802.11b/g/n^弥勒和谐家园^是^202176961^[YNHOH-MS-WLAN-MZHHXY-POE21-SYD2228]-ETH7^V15.60^12384918^瘦AP^POE供电^2013^现网^徐春云^13987330032^冯珊珊^15987782105^^^^^211240488^liudi.hh^lihaohang^2018-07-20 14:15:40^2014-08-06 09:26:32^2018-07-20 14:15:40^0^1011673.0873.871.00^260710130020211240488
YNHOH-WLAN-AP-MLAP30-SYD^10^29^14049389^00:1F:6F:36:94:63^00:1F:6F:36:79:C8^7栋4单元顶楼右^218.202.18.154^WEP-5000-I-T-AN/GN-27P^7.34^4^63359^60511^103.39235^24.383205^78^^802.11b/g/n^弥勒和谐家园^是^202176961^[YNHOH-MS-WLAN-MZHHXY-POE21-SYD2228]-ETH7^V15.60^12384918^瘦AP^POE供电^2013^现网^徐春云^13987330032^冯珊珊^15987782105^^^^^211240489^liudi.hh^lihaohang^2018-07-20 14:15:40^2014-08-06 09:26:33^2018-07-20 14:15:40^0^1011675.0873.871.00^260710130020211240489
YNZHT-WLAN-AP-ZHTZYQSZMCY3FAP10^16^131^212790361^YNZHT-MA-WLAN-SW527-HWS2300^00:34:CB:80:5A:40^昭通师专明诚院336上^218.202.62.114^JSAP2400-INTELEAP-NHB(室内放装500毫瓦ap)^12.5^3^34993^49771^103.73834^27.362513^63^10.227.17.184^802.11n^昭通师专明诚院336上^否^212793146^GE0/0/15^VersionS2300V100R005C01^4008134^瘦AP^POE供电^2014^现网^迟波^13908701317^王平^15758087696^^^^^212894572^chengxinguo.zt^zhangwenchao.zt^2017-06-01 10:16:07^2014-08-18 09:27:39^2017-06-01 10:16:07^0^1120393.0870.871.00^261610130020212894572
YNZHT-WLAN-AP-ZHTZYQSZMCY3FAP11^16^131^212790361^YNZHT-MA-WLAN-SW527-HWS2300^00:34:CB:80:5B:AE^昭通师专明诚院338上^218.202.62.114^JSAP2400-INTELEAP-NHB(室内放装500毫瓦ap)^12.5^3^34993^49771^103.73834^27.362513^63^10.227.17.173^802.11n^昭通师专明诚院338上^否^212793146^GE0/0/10^VersionS2300V100R005C01^4008134^瘦AP^POE供电^2014^现网^迟波^13908701317^王平^15758087696^^^^^212894573^chengxinguo.zt^zhangwenchao.zt^2017-06-01 10:16:07^2014-08-18 09:27:39^2017-06-01 10:16:07^0^1120394.0870.871.00^261610130020212894573
YNZHT-WLAN-AP-ZHTZYQSZMCY3FAP12^16^131^212790361^YNZHT-MA-WLAN-SW527-HWS2300^00:34:CB:80:5A:2F^昭通师专明诚院343上^218.202.62.114^JSAP2400-INTELEAP-NHB(室内放装500毫瓦ap)^12.5^3^34993^49771^103.73834^27.362513^63^10.227.17.183^802.11n^昭通师专明诚院343上^否^212793146^GE0/0/8^VersionS2300V100R005C01^4008134^瘦AP^POE供电^2014^现网^迟波^13908701317^王平^15758087696^^^^^212894574^chengxinguo.zt^zhangwenchao.zt^2017-06-01 10:16:07^2014-08-18 09:27:39^2017-06-01 10:16:07^0^1120395.0870.871.00^261610130020212894574
YNZHT-WLAN-AP-ZHTZYQSZMCY3FAP13^16^131^212790361^YNZHT-MA-WLAN-SW527-HWS2300^00:34:CB:80:5A:62^昭通师专明诚院344上^218.202.62.114^JSAP2400-INTELEAP-NHB(室内放装500毫瓦ap)^12.5^3^34993^49771^103.73834^27.362513^63^10.227.17.168^802.11n^昭通师专明诚院344上^否^212793146^GE0/0/3^VersionS2300V100R005C01^4008134^瘦AP^POE供电^2014^现网^迟波^13908701317^王平^15758087696^^^^^212894575^chengxinguo.zt^zhangwenchao.zt^2017-06-01 10:16:07^2014-08-18 09:27:39^2017-06-01 10:16:07^0^1120396.0870.871.00^261610130020212894575
YNZHT-WLAN-AP-ZHTZYQSZMCY3FAP14^16^131^212790361^YNZHT-MA-WLAN-SW527-HWS2300^00:34:CB:80:5B:36^昭通师专明诚院346上^218.202.62.114^JSAP2400-INTELEAP-NHB(室内放装500毫瓦ap)^12.5^3^34993^49771^103.73834^27.362513^63^10.227.17.167^802.11n^昭通师专明诚院346上^否^212793146^GE0/0/5^VersionS2300V100R005C01^4008134^瘦AP^POE供电^2014^现网^迟波^13908701317^王平^15758087696^^^^^212894576^chengxinguo.zt^zhangwenchao.zt^2017-06-01 10:16:07^2014-08-18 09:27:39^2017-06-01 10:16:07^0^1120397.0870.871.00^261610130020212894576
YNZHT-WLAN-AP-ZHTZYQSZMCY3FAP15^16^131^212790361^YNZHT-MA-WLAN-SW527-HWS2300^00:34:CB:80:5B:AF^昭通师专明诚院350上^218.202.62.114^JSAP2400-INTELEAP-NHB(室内放装500毫瓦ap)^12.5^3^34993^49771^103.73834^27.362513^63^10.227.17.182^802.11n^昭通师专明诚院350上^否^212793146^GE0/0/4^VersionS2300V100R005C01^4008134^瘦AP^POE供电^2014^现网^迟波^13908701317^王平^15758087696^^^^^212894577^chengxinguo.zt^zhangwenchao.zt^2017-06-01 10:16:07^2014-08-18 09:27:39^2017-06-01 10:16:07^0^1120398.0870.871.00^261610130020212894577
YNZHT-WLAN-AP-ZHTZYQSZMCY3FAP16^16^131^212790361^YNZHT-MA-WLAN-SW527-HWS2300^00:34:CB:80:5C:C8^昭通师专明诚院354上^218.202.62.114^JSAP2400-INTELEAP-NHB(室内放装500毫瓦ap)^12.5^3^34993^49771^103.73834^27.362513^63^10.227.17.172^802.11n^昭通师专明诚院354上^否^212793146^GE0/0/1^VersionS2300V100R005C01^4008134^瘦AP^POE供电^2014^现网^迟波^13908701317^王平^15758087696^^^^^212894578^chengxinguo.zt^zhangwenchao.zt^2017-06-01 10:16:07^2014-08-18 09:27:39^2017-06-01 10:16:07^0^1120399.0870.871.00^261610130020212894578
YNZHT-WLAN-AP-ZHTZYQSZMCY3FAP17^16^131^212790361^YNZHT-MA-WLAN-SW527-HWS2300^00:34:CB:70:C9:6A^昭通师专明诚院358上^218.202.62.114^JSAP2400-INTELEAP-NHB(室内放装500毫瓦ap)^12.5^3^34993^49771^103.73834^27.362513^63^10.227.17.166^802.11n^昭通师专明诚院358上^否^212793146^GE0/0/2^VersionS2300V100R005C01^4008134^瘦AP^POE供电^2014^现网^迟波^13908701317^王平^15758087696^^^^^212894579^chengxinguo.zt^zhangwenchao.zt^2017-06-01 10:16:07^2014-08-18 09:27:39^2017-06-01 10:16:07^0^1120400.0870.871.00^261610130020212894579
