ZH_LABEL^FLOWID^CUSTOMER_NAME^BUSINESS_TYPE^CUSTOMER_ID^PRODUCT_NO^TRAPH_NAME^ALARM_ID^ALARM_LOCATION^SSURE_GRADE^TRANS_TYPE^RATE^USER_BUSINESS_NE^TRANS_NAME^TRANS_PORT^ACCESS_TRANS_PORT_ODF^CIRCUIT_LEVEL^OPTI_CIRCUIT_NAME^OPTI_CIRCUIT_NAME2^MAINT_LENGTH^CIRCUIT_PROTECT^ZONE_ID^CITY_ID^REMARK^IS_ERROR^ERROR^USER_ADDR^USER_BUREAU^USER_EQUIPROOM^FINISH_STATE^RMSERVICE_ID^NETWORK_CODE^OPEN_TIME^BUS_TYPE^IP_CMNET^MPLSVPN_NAME^MPLSVPN_USAGE^ROUTE_PROTOCOL^PE_BUSINESS_NAME^PE_MANAGE_IP^PE_IP^PE_BUSINESS_PORT^MPLSVPNRD^MPLSVPNRT^VLAN^CE_BUSINESS_NAME^CE_BUSINESS_PORT^CE_IP^CE_BUSINESS_OFFER^AS_UP_BUREAU^AS_UP_BUREAU_TRANS_NE^AS_UP_BUREAU_TRANS_NE2^AS_UP_BUREAU_TRANS_NETYPE^AS_UP_BUREAU_TRANS_PORT^USER_TRANS_EXT_NETYPE^USER_TRANS_NE^USER_TRANS_NETYPE^USER_TRANS_PORT^INT_ID^CREATE_DATE^MODIFIER^MODIFY_DATE^TIME_STAMP^STATEFLAG^CREATE_BY
^0^^跨省^250211217250250000^KMZX2015004230^^YN-800-180817-04234^10107-五华区云上四季酒店（宝善店）_Q^普通^PTN^2^^145809933^148214053^无ODF^本地区内^五华区护国路派出所-五华区慧达驿站网络科技有限公司云上四季酒店(宝善店)F0004^^298.03^单链^2^10304^MPLS-VPN^1^1.完整性问题:VLAN为空,1.完整性问题:PE设备接口IP为空,1.完整性问题:PE设备端口为空,1.完整性问题:CE设备接口IP为空,3.关联性问题:传输设备端口关联错误,3.关联性问题:传输设备名称关联错误,1.完整性问题:客户名称为空,1.完整性问题:MPLSVPN用途为空,1.完整性问题:IP承载网/CMNET为空,1.完整性问题:PE设备名称为空,1.完整性问题:MPLSVPN名称为空,1.完整性问题:CE设备提供方为空,1.完整性问题:承载业务类型为空,4.合规性问题:电路名称为空,4.合规性问题:业务带宽(速率)格式不正确^昆明市晓东街42号（云上四季昆明宝善店）^五华区慧达驿站网络科技有限公司云上四季酒店(宝善店)^五华区慧达驿站网络科技有限公司云上四季酒店(宝善店)五楼集客机房^已开通^^^2015-11-02 00:00:00^^^^^^^^^^^^^^^^^^^^^^^^^^-795946079^2018-10-11 15:59:34^zhaowanglin^2018-10-12 10:04:28^2018-10-12 10:04:28^0^zhaowanglin
^0^^跨省^250211217250250000^KMZX2015006701^4837043431^YN-800-180823-12866^10691-官渡区华丰国际B9栋^普通^PTN^2^^261059072^261301186^无ODF^本地区内^^^^单链^2^10301^MPLS-VPN^1^1.完整性问题:VLAN为空,1.完整性问题:PE设备接口IP为空,1.完整性问题:PE设备端口为空,1.完整性问题:CE设备接口IP为空,1.完整性问题:客户名称为空,1.完整性问题:MPLSVPN用途为空,1.完整性问题:IP承载网/CMNET为空,1.完整性问题:PE设备名称为空,1.完整性问题:MPLSVPN名称为空,1.完整性问题:CE设备提供方为空,1.完整性问题:承载业务类型为空,4.合规性问题:业务带宽(速率)格式不正确^昆明市官渡区昌宏西路1669号新华丰食品城旁^官渡区华丰国际B9栋^官渡区华丰国际B9栋六楼无线机房^已开通^^^2015-11-02 00:00:00^^^^^^^^^^^^^^^^^^^^^^^^^^-795946072^2018-10-11 15:59:36^zhaowanglin^2018-10-12 10:04:29^2018-10-12 10:04:29^0^zhaowanglin
^0^^跨省^250211217250250000^250211217250250000004001^^YN-800-180828-00571^82107-腾冲县如家酒店(惠达驿站)_Q^A^PTN^10^^54029976^54899383^^本地区间^^^^单链^8^97^MPLS-VPN^1^1.完整性问题:VLAN为空,1.完整性问题:PE设备接口IP为空,1.完整性问题:PE设备端口为空,1.完整性问题:CE设备接口IP为空,3.关联性问题:传输设备端口关联错误,3.关联性问题:传输设备名称关联错误,1.完整性问题:客户名称为空,1.完整性问题:MPLSVPN用途为空,1.完整性问题:IP承载网/CMNET为空,1.完整性问题:PE设备名称为空,1.完整性问题:MPLSVPN名称为空,1.完整性问题:CE设备提供方为空,1.完整性问题:承载业务类型为空,4.合规性问题:电路名称为空,4.合规性问题:业务带宽(速率)格式不正确^云南保山腾冲县气象路火山社区宏盛小区^腾冲县翡翠古镇云上四季^腾冲县翡翠古镇云上四季一楼集客机房^已开通^^^2016-04-13 00:00:00^^^^^^^^^^^^^^^^^^^^^^^^^^-795946067^2018-10-11 15:59:37^zhaowanglin^2018-10-12 10:04:29^2018-10-12 10:04:29^0^zhaowanglin
^0^^跨省^250211217250250000^871316326570113^4747297522^YN-800-171210-00123^357-瑞丽市海关6200^普通^PTN^10^10621990^53976665^56641655^^本地区内^瑞丽市海关宾馆-瑞丽市如家酒店人民路分店集客站点F0001（传输专线）^^170.21^单链^11^99^^1^1.完整性问题:VLAN为空,1.完整性问题:PE设备接口IP为空,1.完整性问题:客户业务接入地址为空,1.完整性问题:PE设备端口为空,1.完整性问题:CE设备接口IP为空,3.关联性问题:传输设备端口关联错误,3.关联性问题:传输设备名称关联错误,1.完整性问题:客户名称为空,1.完整性问题:MPLSVPN用途为空,1.完整性问题:IP承载网/CMNET为空,1.完整性问题:PE设备名称为空,1.完整性问题:MPLSVPN名称为空,1.完整性问题:CE设备提供方为空,1.完整性问题:承载业务类型为空,4.合规性问题:业务带宽(速率)格式不正确^^瑞丽市翼龙修理厂^瑞丽市翼龙修理厂四楼集客机房^已开通^^^2016-04-21 00:00:00^^^^^^^^^^^^^^^^^^^^^^^^^^-795946064^2018-10-11 15:59:38^zhaowanglin^2018-10-12 10:04:29^2018-10-12 10:04:29^0^zhaowanglin
^0^^跨省^250211217250250000^210013089210210000-01-001^^YN-800-180823-12094^12842-五华区如家快捷酒店翠湖南路店_Q^AAA^SDH^2^^-1912124051^-1911092780^^本地区内^五华区如家酒店翠湖南路店-五华区民委F0004^^379.42^单链^2^10304^MPLS-VPN^1^1.完整性问题:VLAN为空,1.完整性问题:PE设备接口IP为空,1.完整性问题:PE设备端口为空,1.完整性问题:CE设备接口IP为空,1.完整性问题:客户名称为空,1.完整性问题:MPLSVPN用途为空,1.完整性问题:IP承载网/CMNET为空,1.完整性问题:PE设备名称为空,1.完整性问题:业务开通日期为空,1.完整性问题:MPLSVPN名称为空,1.完整性问题:CE设备提供方为空,1.完整性问题:承载业务类型为空,4.合规性问题:电路名称为空,4.合规性问题:光路名称2为空,4.合规性问题:业务带宽(速率)格式不正确^昆明市翠湖南路152号如家酒店翠湖店^五华区如家酒店翠湖店^五华区如家酒店翠湖店一楼传输机房^已开通^^^^^^^^^^^^^^^^^^^^^^^^^^^^^-795946060^2018-10-11 15:59:38^zhaowanglin^2018-10-12 10:04:29^2018-10-12 10:04:29^0^zhaowanglin
^0^^跨省^250211217250250000^210013089210210000-01-005^^YN-055-161027-09400^7416-盘龙区如家酒店北京路铁路博物馆店^AAA^SDH^2^^^57139706^^本地区间^盘龙区如家酒店北京路铁路博物馆店-盘龙区天和大厦F0007^盘龙区水利局-盘龙区如家酒店北京路铁路博物馆店F0001^2078.96^单链^2^10305^^1^1.完整性问题:VLAN为空,1.完整性问题:PE设备接口IP为空,1.完整性问题:PE设备端口为空,1.完整性问题:CE设备接口IP为空,3.关联性问题:传输设备端口关联错误,1.完整性问题:客户名称为空,1.完整性问题:MPLSVPN用途为空,1.完整性问题:IP承载网/CMNET为空,1.完整性问题:PE设备名称为空,1.完整性问题:业务开通日期为空,1.完整性问题:MPLSVPN名称为空,1.完整性问题:CE设备提供方为空,1.完整性问题:承载业务类型为空,4.合规性问题:传输设备名称非空规则错误,4.合规性问题:电路名称为空,4.合规性问题:业务带宽(速率)格式不正确^昆明市环城南路107-119号如家酒店北京路铁路博物馆店^盘龙区如家酒店北京路铁路博物馆店^盘龙区如家酒店北京路铁路博物馆店一楼传输机房^已开通^^^^^^^^^^^^^^^^^^^^^^^^^^^^^-795946056^2018-10-11 15:59:39^zhaowanglin^2018-10-12 10:04:30^2018-10-12 10:04:30^0^zhaowanglin
^1392863281481^^跨省^250211217250250000^20140218160422000690447010_4^^YN-800-180823-12381^6129-五华区圆通街连云巷6号如家酒店_Q^普通^PTN^2^^54066141^55473620^^本地区内^五华区如家快捷酒店圆通街店-五华区太平洋大厦F0005^^^单链^2^10304^MPLS-VPN^1^1.完整性问题:VLAN为空,1.完整性问题:PE设备接口IP为空,1.完整性问题:PE设备端口为空,1.完整性问题:CE设备接口IP为空,3.关联性问题:传输设备端口关联错误,3.关联性问题:传输设备名称关联错误,1.完整性问题:客户名称为空,1.完整性问题:MPLSVPN用途为空,1.完整性问题:IP承载网/CMNET为空,1.完整性问题:PE设备名称为空,1.完整性问题:业务开通日期为空,1.完整性问题:MPLSVPN名称为空,1.完整性问题:CE设备提供方为空,1.完整性问题:承载业务类型为空,4.合规性问题:电路名称为空,4.合规性问题:业务带宽(速率)格式不正确^云南省昆明市圆通街连云巷6号^五华区如家快捷酒店圆通街店^五华区如家快捷酒店圆通街店一楼集客机房^已开通^^^^^^^^^^^^^^^^^^^^^^^^^^^^^-795946051^2018-10-11 15:59:40^zhaowanglin^2018-10-12 10:04:30^2018-10-12 10:04:30^0^zhaowanglin
^0^国投智能科技有限公司^跨省^100A23100089120146^92019581^4742552699^^^普通^PTN^10M^4652818309^^^^^^^^单链^2^10301^^1^1.完整性问题:承载业务类型为空,4.合规性问题:传输设备端口非空规则错误,4.合规性问题:传输设备名称非空规则错误^云南省昆明市官渡区新亚洲体育城星都国际总部基地^^^已开通^^^2021-06-25 00:00:00^^IP承载网^ChinaMobile_VIP_GuoTou^跨省单客户专线^BGP^YNKM-BA-IPNET-RT03-NE5000E^^10.110.1.114/30^GE9/0/5^^^2003^^^10.110.1.113/30^客户^^^^^^^^^^4672730929^2021-10-25 11:30:24^chengbenqin^2021-10-25 11:30:24^2021-10-25 11:30:24^0^chengbenqin
^0^国投智能科技有限公司^跨省^100A23100089120146^92019519^4742679559^^^普通^PTN^10M^^^^^^^^^单链^2^10301^^1^1.完整性问题:承载业务类型为空,4.合规性问题:传输设备端口非空规则错误,4.合规性问题:传输设备名称非空规则错误^云南省昆明市经济技术开发区顺城大道紫云青鸟7栋^^^已开通^^^2021-06-25 00:00:00^^IP承载网^ChinaMobile_VIP_GuoTou^跨省单客户专线^BGP^YNKM-BA-IPNET-RT03-NE5000E^^10.110.1.174/30^GE9/0/5^^^2000^^^10.110.1.173/30^客户^^^^^^^^^^4672730930^2021-10-25 11:30:24^chengbenqin^2021-10-25 11:30:24^2021-10-25 11:30:24^0^chengbenqin
^0^^跨省^250211217250250000^KMZX2015004229^^YN-800-180606-07923^8653-五华区云上四季昆明西店_Q^普通^PTN^2^^145478369^148216994^无ODF^本地区内^五华区慧达驿站网络科技有限公司云上四季酒店（云上四季昆明西站店）-五华区金友宾馆F0003^^1288.69^单链^2^10304^MPLS-VPN^1^3.关联性问题:传输设备端口关联错误,3.关联性问题:传输设备名称关联错误,1.完整性问题:客户名称为空,4.合规性问题:电路名称为空,4.合规性问题:业务带宽(速率)格式不正确^昆明市昆瑞路179号（云上四季昆明西站店）^五华区华夏银行云上四季酒店西站店^五华区华夏银行云上四季酒店西站店一楼集客机房^已开通^^^2015-11-02 00:00:00^跨省MPLS-VPN专线^YNKM-PC-RT01-FT-NE40E-1^ChinaMobile_VIP_B_IOT^在用^静态^华为NE5000E^172.18.0.0/16^100.22.26.2/24^GE9/0/5.3026^IMPORT^IMPORT^2901^防火墙 USG6306^GE电^172.20.25.221/30^华为^^^^^^^^^^-796364987^2018-10-11 15:59:32^heshouping^2020-10-31 22:29:01^2020-10-31 22:29:01^0^zhaowanglin
